,Content ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score
20329,5163acf9-9bde-4f09-81e2-d8711e774360,heart,16-07-2020 04:04,audio,healthy eating,positive,60
20330,5163acf9-9bde-4f09-81e2-d8711e774360,heart,25-12-2020 04:20,audio,healthy eating,positive,60
20331,5163acf9-9bde-4f09-81e2-d8711e774360,heart,31-08-2020 19:32,audio,healthy eating,positive,60
20332,802a8533-3051-4e2c-ad30-7751ece5d514,heart,18-05-2021 00:37,audio,food,positive,60
20333,802a8533-3051-4e2c-ad30-7751ece5d514,heart,11-09-2020 16:26,audio,food,positive,60
20334,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,heart,21-12-2020 06:36,photo,studying,positive,60
20335,636e6499-b670-4cd4-a829-2c4c9e07db2a,heart,09-09-2020 12:14,photo,soccer,positive,60
20336,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,08-01-2021 21:38,audio,travel,positive,60
20337,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,02-02-2021 10:10,audio,travel,positive,60
20338,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,10-12-2020 10:02,audio,travel,positive,60
20339,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,heart,03-10-2020 16:31,audio,travel,positive,60
20340,ac120787-f331-497f-8733-7cd63dfd36b6,heart,26-11-2020 19:37,GIF,culture,positive,60
20341,9ec9b340-df2d-472f-9a7f-80b4790788e6,heart,04-01-2021 21:41,photo,travel,positive,60
20342,9ec9b340-df2d-472f-9a7f-80b4790788e6,heart,05-01-2021 15:24,photo,travel,positive,60
20470,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,23-08-2020 22:17,video,science,positive,60
20472,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,29-01-2021 14:51,video,science,positive,60
20268,baf5959e-204c-4acc-838c-87617e79f448,heart,28-06-2020 21:45,GIF,fitness,positive,60
20611,1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,04-12-2020 14:35,photo,animals,positive,60
20601,4e7535a7-4547-4da5-952e-607442ebed79,heart,01-01-2021 06:33,GIF,dogs,positive,60
20602,4e7535a7-4547-4da5-952e-607442ebed79,heart,13-09-2020 08:55,GIF,dogs,positive,60
20603,5444a751-c58b-456a-9fc9-1e4f292f2920,heart,06-07-2020 23:11,GIF,cooking,positive,60
20604,4c598198-bd8b-4b86-8440-b8ecba62abe7,heart,26-09-2020 05:57,photo,technology,positive,60
20605,4c598198-bd8b-4b86-8440-b8ecba62abe7,heart,14-09-2020 22:29,photo,technology,positive,60
20606,4c598198-bd8b-4b86-8440-b8ecba62abe7,heart,01-09-2020 22:51,photo,technology,positive,60
20607,1157961e-120e-4b2d-8fb2-705433ed9918,heart,05-08-2020 06:08,video,veganism,positive,60
20608,1157961e-120e-4b2d-8fb2-705433ed9918,heart,07-11-2020 15:04,video,veganism,positive,60
20609,1157961e-120e-4b2d-8fb2-705433ed9918,heart,16-04-2021 05:54,video,veganism,positive,60
20610,e0c5ae74-b379-4d34-a7ae-824daea8d682,heart,25-11-2020 01:45,audio,soccer,positive,60
20612,1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,13-12-2020 21:51,photo,animals,positive,60
20624,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,28-11-2020 12:55,GIF,tennis,positive,60
20613,65304022-f925-48f0-9dfc-436578f22c77,heart,01-01-2021 00:41,audio,soccer,positive,60
20614,65304022-f925-48f0-9dfc-436578f22c77,heart,28-07-2020 08:01,audio,soccer,positive,60
20615,65304022-f925-48f0-9dfc-436578f22c77,heart,30-10-2020 12:12,audio,soccer,positive,60
20616,65304022-f925-48f0-9dfc-436578f22c77,heart,24-07-2020 18:57,audio,soccer,positive,60
20617,c0ea9b69-639e-42fe-8aa5-67f46036a17c,heart,11-01-2021 14:19,photo,animals,positive,60
20618,476e3ce0-3291-4c77-b3a3-deabee114efc,heart,24-05-2021 19:05,audio,healthy eating,positive,60
20619,476e3ce0-3291-4c77-b3a3-deabee114efc,heart,02-05-2021 23:15,audio,healthy eating,positive,60
20620,83d08b29-6cdc-436c-89a6-20c3d60f7e73,heart,02-02-2021 01:48,GIF,soccer,positive,60
20621,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,04-12-2020 16:12,GIF,tennis,positive,60
20622,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,30-08-2020 03:27,GIF,tennis,positive,60
20600,a82b8250-08aa-47a5-97c4-19f30f236179,heart,04-10-2020 13:21,audio,culture,positive,60
20599,a82b8250-08aa-47a5-97c4-19f30f236179,heart,20-09-2020 17:35,audio,culture,positive,60
20598,5ecad91d-3e8f-4a9e-9473-c3db5f2ab72f,heart,27-11-2020 01:53,audio,public speaking,positive,60
20597,af6c5966-dfe7-460b-9853-62ed9f18aed4,heart,22-01-2021 17:36,photo,technology,positive,60
20576,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,heart,22-09-2020 12:08,photo,tennis,positive,60
20577,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,11-05-2021 00:13,photo,animals,positive,60
20578,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,13-06-2021 01:47,photo,animals,positive,60
20579,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,27-02-2021 07:04,photo,animals,positive,60
20580,9531f7f8-d0cc-4e42-9cbb-94d93692653f,heart,02-11-2020 08:16,photo,soccer,positive,60
20581,9531f7f8-d0cc-4e42-9cbb-94d93692653f,heart,08-06-2021 20:10,photo,soccer,positive,60
20582,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,04-05-2021 11:50,GIF,healthy eating,positive,60
20583,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,08-02-2021 23:19,GIF,healthy eating,positive,60
20584,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,27-06-2020 09:44,GIF,healthy eating,positive,60
20585,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,22-01-2021 19:04,GIF,healthy eating,positive,60
20586,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,22-12-2020 13:14,photo,healthy eating,positive,60
20587,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,30-10-2020 21:25,photo,healthy eating,positive,60
20588,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,04-02-2021 11:28,GIF,cooking,positive,60
20589,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,06-06-2021 07:40,GIF,cooking,positive,60
20590,bd656a40-09c1-4219-8210-e667136e3734,heart,06-05-2021 12:45,GIF,culture,positive,60
20591,bd656a40-09c1-4219-8210-e667136e3734,heart,04-06-2021 05:35,GIF,culture,positive,60
20592,bd656a40-09c1-4219-8210-e667136e3734,heart,15-04-2021 12:05,GIF,culture,positive,60
20593,28fbf4cf-c354-418c-8672-b7f2fee75b00,heart,22-01-2021 07:33,photo,culture,positive,60
20594,28fbf4cf-c354-418c-8672-b7f2fee75b00,heart,27-07-2020 13:09,photo,culture,positive,60
20595,afe1fed5-5639-45c7-89f8-ce9d1078c910,heart,22-10-2020 20:05,audio,cooking,positive,60
20596,af6c5966-dfe7-460b-9853-62ed9f18aed4,heart,02-09-2020 08:18,photo,technology,positive,60
20623,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,31-10-2020 20:27,GIF,tennis,positive,60
20625,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,heart,17-05-2021 08:02,GIF,tennis,positive,60
20473,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,05-08-2020 00:36,video,science,positive,60
20662,dd5bd710-bb81-464e-a798-0291b385e883,heart,28-08-2020 07:54,photo,healthy eating,positive,60
20652,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,20-12-2020 16:25,audio,animals,positive,60
20653,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,09-07-2020 13:04,audio,animals,positive,60
20654,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,04-06-2021 04:02,audio,animals,positive,60
20655,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,24-04-2021 08:18,photo,food,positive,60
20656,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,22-05-2021 05:11,photo,food,positive,60
20657,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,heart,04-04-2021 09:57,photo,food,positive,60
20658,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,heart,22-09-2020 10:36,GIF,healthy eating,positive,60
20659,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,heart,11-08-2020 01:06,photo,public speaking,positive,60
20660,2e84726a-e69f-44e8-ac0f-c4a31516e342,heart,27-07-2020 13:55,video,dogs,positive,60
20661,dd5bd710-bb81-464e-a798-0291b385e883,heart,09-09-2020 18:57,photo,healthy eating,positive,60
20663,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,heart,20-08-2020 03:33,video,travel,positive,60
20626,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,heart,21-05-2021 20:58,audio,technology,positive,60
20664,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,heart,10-05-2021 23:32,video,travel,positive,60
20665,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,heart,14-11-2020 02:36,video,travel,positive,60
20666,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,heart,03-05-2021 15:41,video,travel,positive,60
20667,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,heart,30-12-2020 12:06,video,travel,positive,60
20668,4fd0ef9a-008d-4b61-9a78-4b0257281140,heart,24-03-2021 18:02,audio,technology,positive,60
20669,4fd0ef9a-008d-4b61-9a78-4b0257281140,heart,03-01-2021 06:26,audio,technology,positive,60
20670,4fd0ef9a-008d-4b61-9a78-4b0257281140,heart,06-10-2020 20:58,audio,technology,positive,60
20671,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,heart,15-06-2021 19:39,audio,technology,positive,60
20672,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,heart,19-10-2020 10:13,audio,technology,positive,60
20673,76898916-4024-4c32-909b-dd240879d76a,heart,17-10-2020 04:06,GIF,animals,positive,60
20651,2ea5611f-f6e0-4696-9153-cda8d2b9a2a3,heart,07-02-2021 08:18,photo,technology,positive,60
20650,f24f469f-53f1-4901-b6c5-18827ae0a103,heart,14-06-2021 14:40,photo,culture,positive,60
20649,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,06-09-2020 00:23,GIF,education,positive,60
20648,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,31-10-2020 15:38,GIF,education,positive,60
20627,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,heart,16-03-2021 15:13,audio,technology,positive,60
20628,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,11-09-2020 23:43,video,soccer,positive,60
20629,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,02-04-2021 22:57,video,soccer,positive,60
20630,b9bfb48f-a6b6-4c15-869a-1acceea04fca,heart,05-05-2021 23:14,video,soccer,positive,60
20631,674507f9-c555-4876-89c7-c06b6db561c0,heart,08-06-2021 07:01,audio,animals,positive,60
20632,674507f9-c555-4876-89c7-c06b6db561c0,heart,25-12-2020 00:38,audio,animals,positive,60
20633,674507f9-c555-4876-89c7-c06b6db561c0,heart,09-03-2021 16:20,audio,animals,positive,60
20634,674507f9-c555-4876-89c7-c06b6db561c0,heart,11-06-2021 11:02,audio,animals,positive,60
20635,e6193423-0d30-4439-884a-ea22fea68522,heart,19-05-2021 13:01,video,dogs,positive,60
20636,dd7069e3-d0ad-4599-b159-032267fd5008,heart,30-04-2021 17:14,photo,public speaking,positive,60
20637,dd7069e3-d0ad-4599-b159-032267fd5008,heart,31-05-2021 01:51,photo,public speaking,positive,60
20638,732e236f-f063-42b6-b5c1-24938385a126,heart,02-01-2021 09:05,audio,education,positive,60
20639,6fd589e8-53ab-4345-896a-f428a92fcbe6,heart,14-12-2020 23:47,video,education,positive,60
20640,6fd589e8-53ab-4345-896a-f428a92fcbe6,heart,22-10-2020 10:56,video,education,positive,60
20641,6fd589e8-53ab-4345-896a-f428a92fcbe6,heart,06-07-2020 17:29,video,education,positive,60
20642,6fd589e8-53ab-4345-896a-f428a92fcbe6,heart,19-11-2020 01:39,video,education,positive,60
20643,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,15-01-2021 05:46,GIF,education,positive,60
20644,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,19-04-2021 23:29,GIF,education,positive,60
20645,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,11-07-2020 14:42,GIF,education,positive,60
20646,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,30-03-2021 13:06,GIF,education,positive,60
20647,bcd3702f-c27e-48ce-889b-63f765f498ef,heart,01-10-2020 21:47,GIF,education,positive,60
20575,4c009116-c94a-4633-83fb-956565358565,heart,14-05-2021 08:31,photo,soccer,positive,60
20574,4c009116-c94a-4633-83fb-956565358565,heart,19-01-2021 04:37,photo,soccer,positive,60
20573,7f9423ac-89b4-4a9a-9747-76e8dd533e81,heart,09-06-2021 21:54,video,education,positive,60
20510,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,23-08-2020 06:42,photo,veganism,positive,60
20500,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,heart,16-08-2020 22:11,photo,healthy eating,positive,60
20501,b6ecb09e-a706-4589-bb75-70cb1cc590eb,heart,03-04-2021 17:35,photo,culture,positive,60
20502,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,27-09-2020 01:38,video,healthy eating,positive,60
20503,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,31-01-2021 06:55,video,healthy eating,positive,60
20504,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,11-02-2021 22:03,video,healthy eating,positive,60
20505,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,29-03-2021 11:27,video,healthy eating,positive,60
20506,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,15-03-2021 14:57,audio,healthy eating,positive,60
20507,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,23-10-2020 00:23,audio,healthy eating,positive,60
20508,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,08-09-2020 10:05,audio,healthy eating,positive,60
20509,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,10-07-2020 11:53,audio,healthy eating,positive,60
20511,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,19-03-2021 05:44,photo,veganism,positive,60
20572,d200b97e-f661-4502-80d1-1e458816d558,heart,01-10-2020 00:53,audio,science,positive,60
20512,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,24-06-2020 10:32,photo,veganism,positive,60
20513,b27bfcfe-64df-499e-b60f-f93d2200c589,heart,25-06-2020 18:01,video,soccer,positive,60
20514,b27bfcfe-64df-499e-b60f-f93d2200c589,heart,08-05-2021 06:23,video,soccer,positive,60
20515,91f7585b-c756-475b-9f21-877d7c48b579,heart,23-10-2020 15:03,photo,soccer,positive,60
20516,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,30-04-2021 09:31,photo,culture,positive,60
20517,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,07-01-2021 07:07,photo,culture,positive,60
20518,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,22-12-2020 09:50,photo,culture,positive,60
20519,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,12-11-2020 02:31,photo,culture,positive,60
20520,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,10-11-2020 00:51,photo,culture,positive,60
20521,800f467b-53a3-4d20-9342-51fe4fa36ebb,heart,03-10-2020 19:27,GIF,food,positive,60
20499,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,heart,22-10-2020 08:03,photo,healthy eating,positive,60
20498,df15da28-c038-4d0c-a63a-eac77f650ee3,heart,07-06-2021 13:15,audio,tennis,positive,60
20497,501b2f88-999b-4ad9-b2f5-4b9c36a31259,heart,07-11-2020 17:20,photo,cooking,positive,60
20496,501b2f88-999b-4ad9-b2f5-4b9c36a31259,heart,27-11-2020 18:11,photo,cooking,positive,60
20474,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,28-02-2021 15:55,video,science,positive,60
20475,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,25-09-2020 14:01,video,science,positive,60
20476,8f640e2f-27bc-46cc-a43a-f750e357fc35,heart,19-07-2020 01:39,video,soccer,positive,60
20477,f2143553-d9cd-4d8d-8276-98557a0054af,heart,11-10-2020 10:02,photo,cooking,positive,60
20478,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,16-05-2021 12:29,GIF,soccer,positive,60
20479,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,30-06-2020 21:00,GIF,soccer,positive,60
20480,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,10-02-2021 08:27,GIF,soccer,positive,60
20481,54acd843-1e09-4b30-a80a-b9e0295ff269,heart,17-07-2020 11:06,GIF,tennis,positive,60
20482,54acd843-1e09-4b30-a80a-b9e0295ff269,heart,20-07-2020 21:56,GIF,tennis,positive,60
20483,972b6e82-421f-43f6-905c-2168933de18f,heart,18-10-2020 11:47,video,animals,positive,60
20484,972b6e82-421f-43f6-905c-2168933de18f,heart,20-01-2021 04:03,video,animals,positive,60
20485,f6c9e663-620c-4d18-9494-7eea83fbf4b7,heart,19-02-2021 12:35,audio,animals,positive,60
20487,78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,25-11-2020 01:58,GIF,public speaking,positive,60
20488,78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,10-02-2021 17:56,GIF,public speaking,positive,60
20489,78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,02-12-2020 00:16,GIF,public speaking,positive,60
20490,78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,09-07-2020 23:12,GIF,public speaking,positive,60
20491,78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,26-01-2021 01:05,GIF,public speaking,positive,60
20492,46bd9a52-6547-457f-87fa-0e434e5bc61c,heart,22-07-2020 22:42,photo,fitness,positive,60
20493,46bd9a52-6547-457f-87fa-0e434e5bc61c,heart,10-04-2021 19:06,photo,fitness,positive,60
20494,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,heart,26-11-2020 16:58,photo,culture,positive,60
20495,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,heart,16-04-2021 12:45,photo,culture,positive,60
20522,800f467b-53a3-4d20-9342-51fe4fa36ebb,heart,10-01-2021 19:06,GIF,food,positive,60
20523,b07a2298-7c03-49b3-a0a6-c65333847598,heart,14-01-2021 03:05,GIF,culture,positive,60
20524,b07a2298-7c03-49b3-a0a6-c65333847598,heart,21-07-2020 14:05,GIF,culture,positive,60
20549,d4813cf8-87d5-421e-81f7-c5d43c25c62a,heart,03-09-2020 22:14,GIF,technology,positive,60
20551,9522ddea-8e07-4a2a-a001-25e4a534b8f6,heart,18-06-2020 23:39,GIF,technology,positive,60
20552,8477eb49-08fd-44c3-a238-a13ee8cc5be8,heart,30-10-2020 05:19,audio,food,positive,60
20553,b85e1b0d-1018-4a65-a709-4ac5323e06d9,heart,14-12-2020 00:37,video,fitness,positive,60
20554,fbd8f70d-d62d-42e8-9508-9f5815ab578c,heart,24-02-2021 08:23,video,education,positive,60
20555,fbd8f70d-d62d-42e8-9508-9f5815ab578c,heart,31-05-2021 06:46,video,education,positive,60
20556,6dbd153c-5b69-4ffb-a869-6285fb0c764d,heart,17-03-2021 05:49,audio,technology,positive,60
20557,6dbd153c-5b69-4ffb-a869-6285fb0c764d,heart,16-09-2020 23:05,audio,technology,positive,60
20558,9108109e-c521-4528-9d90-4c804cbb866d,heart,09-04-2021 05:29,audio,veganism,positive,60
20559,9108109e-c521-4528-9d90-4c804cbb866d,heart,16-02-2021 03:01,audio,veganism,positive,60
20560,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,heart,25-06-2020 11:42,photo,animals,positive,60
20561,88cbf75c-79f0-42cb-8733-af670f39d6e0,heart,02-11-2020 01:07,audio,animals,positive,60
20562,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,16-03-2021 13:06,video,food,positive,60
20563,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,14-09-2020 08:02,video,food,positive,60
20564,218838d8-52f4-4608-a1ba-d8988cc3d029,heart,17-04-2021 05:58,video,food,positive,60
20565,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,heart,30-07-2020 09:35,video,science,positive,60
20566,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,heart,17-11-2020 03:40,GIF,technology,positive,60
20567,ac63258d-9d7d-4167-934e-48b3f3c43fa9,heart,14-09-2020 10:27,audio,tennis,positive,60
20568,ac63258d-9d7d-4167-934e-48b3f3c43fa9,heart,31-03-2021 18:54,audio,tennis,positive,60
20569,ac63258d-9d7d-4167-934e-48b3f3c43fa9,heart,28-03-2021 01:59,audio,tennis,positive,60
20570,ac63258d-9d7d-4167-934e-48b3f3c43fa9,heart,06-03-2021 15:32,audio,tennis,positive,60
20571,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,heart,11-11-2020 15:36,video,public speaking,positive,60
20550,9522ddea-8e07-4a2a-a001-25e4a534b8f6,heart,30-10-2020 22:04,GIF,technology,positive,60
20548,d4813cf8-87d5-421e-81f7-c5d43c25c62a,heart,16-05-2021 02:18,GIF,technology,positive,60
20525,f7c26d94-b7c6-45a0-b882-354d8d89c2af,heart,14-07-2020 10:52,photo,science,positive,60
20547,77b49477-2f3c-455a-b8f1-09ec2e553174,heart,05-12-2020 07:00,video,cooking,positive,60
20526,b8368fca-8fe3-4768-beed-5056cff63c23,heart,27-03-2021 11:29,audio,technology,positive,60
20527,b8368fca-8fe3-4768-beed-5056cff63c23,heart,24-04-2021 17:02,audio,technology,positive,60
20528,b8368fca-8fe3-4768-beed-5056cff63c23,heart,09-01-2021 22:22,audio,technology,positive,60
20529,29d7781c-9302-4269-91f3-c23afb33467a,heart,07-06-2021 23:44,video,public speaking,positive,60
20530,29d7781c-9302-4269-91f3-c23afb33467a,heart,09-08-2020 08:01,video,public speaking,positive,60
20531,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,heart,22-04-2021 07:11,photo,education,positive,60
20532,4df372b3-ed9d-41ef-b33d-b576ec383dfc,heart,06-03-2021 14:17,audio,dogs,positive,60
20533,4df372b3-ed9d-41ef-b33d-b576ec383dfc,heart,31-01-2021 01:36,audio,dogs,positive,60
20534,4df372b3-ed9d-41ef-b33d-b576ec383dfc,heart,08-03-2021 12:50,audio,dogs,positive,60
20535,4df372b3-ed9d-41ef-b33d-b576ec383dfc,heart,10-07-2020 03:45,audio,dogs,positive,60
20536,4df372b3-ed9d-41ef-b33d-b576ec383dfc,heart,02-06-2021 12:24,audio,dogs,positive,60
20537,f361cc99-64f0-4a7c-ad49-945ff01abaa6,heart,20-03-2021 20:06,photo,dogs,positive,60
20538,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,heart,23-05-2021 14:10,photo,animals,positive,60
20539,64b9d086-2fd4-46d0-a19d-848572029de1,heart,17-01-2021 12:40,audio,healthy eating,positive,60
20540,64b9d086-2fd4-46d0-a19d-848572029de1,heart,28-06-2020 02:52,audio,healthy eating,positive,60
20541,64b9d086-2fd4-46d0-a19d-848572029de1,heart,08-02-2021 17:44,audio,healthy eating,positive,60
20542,def0559c-73c2-48f9-b85d-0c807659207f,heart,08-06-2021 18:31,audio,animals,positive,60
20543,def0559c-73c2-48f9-b85d-0c807659207f,heart,17-02-2021 01:24,audio,animals,positive,60
20544,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,heart,29-11-2020 13:13,GIF,technology,positive,60
20545,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,heart,23-12-2020 16:44,GIF,technology,positive,60
20546,77b49477-2f3c-455a-b8f1-09ec2e553174,heart,30-03-2021 22:40,video,cooking,positive,60
20269,18a07663-ba3c-4ff9-94d3-bd533aa853c2,heart,23-07-2020 11:46,audio,veganism,positive,60
20267,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,heart,31-03-2021 01:47,audio,fitness,positive,60
20675,8204e4bd-c544-4a18-ac0d-6f5289957cdf,heart,28-05-2021 01:19,photo,dogs,positive,60
20000,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,29-12-2020 00:12,video,culture,positive,60
19990,409aa11d-5af3-4a70-9da1-482857f5835e,heart,14-06-2021 22:33,GIF,fitness,positive,60
19991,eaddee3e-3a23-47cd-9785-ab7f2120a293,heart,18-03-2021 18:46,video,science,positive,60
19992,9ef39aa2-60f9-4e4b-b666-c6cb97015503,heart,29-03-2021 23:56,GIF,travel,positive,60
19993,841403fd-321b-4118-90b3-cc0075d64047,heart,19-10-2020 00:10,GIF,studying,positive,60
19994,841403fd-321b-4118-90b3-cc0075d64047,heart,05-07-2020 10:46,GIF,studying,positive,60
19995,841403fd-321b-4118-90b3-cc0075d64047,heart,03-06-2021 20:55,GIF,studying,positive,60
19996,841403fd-321b-4118-90b3-cc0075d64047,heart,03-09-2020 12:21,GIF,studying,positive,60
19997,841403fd-321b-4118-90b3-cc0075d64047,heart,02-09-2020 01:44,GIF,studying,positive,60
19998,841403fd-321b-4118-90b3-cc0075d64047,heart,13-03-2021 13:30,GIF,studying,positive,60
19999,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,14-10-2020 12:52,video,culture,positive,60
20001,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,20-12-2020 01:08,video,culture,positive,60
20013,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,heart,29-06-2020 10:21,video,dogs,positive,60
20002,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,28-02-2021 13:10,photo,science,positive,60
20003,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,30-10-2020 04:08,photo,science,positive,60
20004,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,24-10-2020 01:16,photo,science,positive,60
20005,359b93ea-446f-4202-8801-db238de5de4d,heart,05-06-2021 03:08,photo,food,positive,60
20006,0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,05-09-2020 16:55,video,healthy eating,positive,60
20007,0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,22-07-2020 14:32,video,healthy eating,positive,60
20008,3c510b35-43e2-4e84-a805-86c5ebddc4cf,heart,05-06-2021 19:26,audio,studying,positive,60
20009,86346263-02db-4020-a216-9e54f502f643,heart,10-04-2021 23:58,GIF,travel,positive,60
20010,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,04-12-2020 19:11,photo,studying,positive,60
20011,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,05-05-2021 20:04,photo,studying,positive,60
19989,409aa11d-5af3-4a70-9da1-482857f5835e,heart,31-05-2021 06:06,GIF,fitness,positive,60
19988,409aa11d-5af3-4a70-9da1-482857f5835e,heart,22-12-2020 14:39,GIF,fitness,positive,60
19987,409aa11d-5af3-4a70-9da1-482857f5835e,heart,23-03-2021 02:03,GIF,fitness,positive,60
19986,3d8fffab-6107-4d7b-9485-c610e233c91c,heart,23-12-2020 15:17,photo,studying,positive,60
19965,026973ef-4b73-4901-9160-bc9e04516057,heart,19-12-2020 12:17,audio,culture,positive,60
19966,026973ef-4b73-4901-9160-bc9e04516057,heart,16-03-2021 15:52,audio,culture,positive,60
19967,026973ef-4b73-4901-9160-bc9e04516057,heart,19-12-2020 23:12,audio,culture,positive,60
19968,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,17-07-2020 07:24,audio,education,positive,60
